,,,,,
Tabela com Modelos e Prompts utilizados para gerações,,,,,
Modelo,Prompt,Resultado,Personagen/Objeto,Observação,
Flow Studio Nano Banana,"Create a 16-bit pixel art sprite sheet for a corrupted pedestrian enemy walking to the right, matching the same character design and style from the previous front-facing idle sprite.

Sprite sheet with 3 separate walking frames arranged horizontally in one row, transparent background, equal spacing, full body visible in every frame.

Character: ordinary 1990s New York pedestrian corrupted by a digital alien security system. Dark jacket, simple shirt, jeans, worn shoes, slightly hunched posture, blank hostile expression, subtle terminal-green corruption marks, one eye partially replaced by a small green pixel pattern, minor glitch-like breaks on clothing edges. Keep the corruption subtle, not a strong glow.

Animation: side-view walk cycle facing right. Frame 1: right foot forward, left arm forward, body slightly leaning. Frame 2: passing pose, feet closer together, body centered. Frame 3: left foot forward, right arm forward, slight shoulder shift. Keep movement readable and loop-friendly.

Art style: 16-bit pixel art, crisp square pixels, limited palette, clean silhouette, no anti-aliasing, no painterly shading, no 3D rendering, no blur. The sprite should be suitable for a 2D top-down roguelike shoot 'em up prototype inspired by retro computer terminals and 1990s simulation horror.

No background, no shadow, no text, no UI elements. Horizontal sprite sheet only, 3 frames.",https://drive.google.com/file/d/1iQbBQqUyhIz2QlvHJQRxRF7hVawN9Gu4/view?usp=drive_link,Sprite Sheet Pedestre Corrompido,,
Flow Studio Nano Banana,"16-bit pixel art sprite sheet of a 'Glitched Skater' enemy moving to the right. 3 horizontal animation frames in a single row. Frame 1: crouched on board, back foot pushing. Frame 2: mid-glide, both feet on board. Frame 3: extended push pose. Teen skater in oversized 90s streetwear, hoodie, and cargo pants. Subtle terminal-green digital corruption, glitchy edges, and one green pixel eye. Art style matches Rex (image 1): crisp 16-bit clusters, limited palette, hard outlines, transparent background. No background, no shadows, no text. Each frame centered in its 64x64 area.",https://drive.google.com/file/d/1_JbnoNmqj5p_u525viQjYpx-cxdSF8h3/view?usp=drive_link,Sprite Sheet Skatista Glitchado,"Pedi para o codex gerar o sprite:
Agora, seguindo o estilo artistico 16bit do jogo, faça o prompt para que eu use em outra IA de imagens (Nano banana Pro), para gerar o sprite sheet com 3 frames do inimigo ""Skater Glitchado"", é importante que a animação seja com seu movimento para a direita, assim podemos apenas fazer o flip depois na unity.",
Flow Studio Nano Banana,"16-bit pixel art sprite sheet of a 'Malware Courier' female enemy moving to the right. 3 horizontal animation frames in a single row. Frame 1: leaning forward, back foot lifting. Frame 2: mid-stride, urgent posture. Frame 3: extended running stride. Slim female delivery worker in a 90s courier jacket, messenger bag, and cargo pants. She holds a small corrupted parcel. Subtle terminal-green digital corruption, glitchy edges, and one green pixel eye. Art style matches Rex (image 1): crisp 16-bit clusters, limited palette, hard outlines, transparent background. No background, no shadows, no text. Each frame centered in its 64x64 area.",https://drive.google.com/file/d/1Ex12ni8kkIU8WpTiDoqvfX4T_-9PO9Tu/view?usp=drive_link,Sprtite Sheet Entregadora de Malware,"Pedi para o codex gerar o sprite:
Agora, seguindo o estilo artistico 16bit do jogo, faça o prompt para que eu use em outra IA de imagens (Nano banana Pro), para gerar o sprite sheet com 3 frames da inimiga ""Entregador de Malware"", é importante que a animação seja com seu movimento para a direita, assim podemos apenas fazer o flip depois na unity.",
Flow Studio Nano Banana,"Create a 16-bit pixel art sprite sheet for a game enemy called ""Inverted Firefighter"", a corrupted female firefighter enemy, matching the visual style of the provided Rex, corrupted pedestrian, glitched skater, and malware courier sprites.

The sprite sheet must contain exactly 3 full-body frames arranged horizontally in a single row, with transparent background. All frames must have the same canvas size, same character scale, same baseline/foot position, and consistent spacing. The character must face and move to the right in all frames, so it can be flipped horizontally later in Unity.

Character concept:
A corrupted female firefighter from a simulated 1990s New York emergency response system. She has been inverted by the alien computer security system: instead of saving people from fire, she spreads dangerous corrupted flame/data. Adult woman, strong athletic build, determined but unnatural posture. She wears a dark firefighter turnout coat with reflective stripes, heavy pants, boots, gloves, and a firefighter helmet or half-helmet. Her gear should feel slightly damaged and digitally corrupted.

Important visual identity:
She carries a short fire hose nozzle, compact extinguisher, or corrupted emergency tool that suggests she attacks by spraying inverted fire or corrupted data. The tool should be visible but not oversized. Add small red/orange warning accents mixed with terminal-green corruption.

Corruption details:
Subtle terminal-green digital corruption, not strong glow. Small green pixel artifacts around her body and equipment, glitch cuts on helmet and coat edges, one eye or visor partly replaced by tiny green square pixels, small broken code-like marks on the hose/nozzle/tool. Add a few restrained inverted-fire pixels: dark red, ember orange, and sickly green, like corrupted flame data. Keep effects integrated into the sprite, not a big aura.

Animation:
3-frame movement cycle to the right.
Frame 1: idle/standing pose facing right, slightly hunched, holding the nozzle/tool near the body, ready to move.
Frame 2: walking step to the right, front boot forward, back boot pushing, tool angled slightly back, coat shifting with movement.
Frame 3: completing the movement, weight shifted forward, back foot closing the step, tool angled forward as if preparing to spray corrupted flame/data.
The 3 frames must loop cleanly as a heavy firefighter walk cycle.

Art style:
16-bit pixel art, crisp square pixels, limited color palette, clean silhouette, readable small-game sprite proportions, sharp outlines, strong pixel clusters. No anti-aliasing, no painterly shading, no smooth gradients, no 3D rendering, no realistic lighting.

Composition:
Full body visible in every frame, including boots and firefighting tool. Keep the character centered vertically in each frame. Transparent background only. No shadows, no ground, no text, no UI, no extra props outside the character.

Important constraints:
Exactly 3 frames.
Horizontal sprite sheet only.
Facing right only.
Frame 1 idle.
Frame 2 walking.
Frame 3 completing the movement.
Same scale and alignment across all frames.
Do not crop body parts or equipment.
Do not add strong glow effects.
Do not create front-facing frames.",https://drive.google.com/file/d/1sDk233YdOamsQcUV-3eTt63JwzUkVCEM/view?usp=drive_link,,"Pedi para o codex gerar o sprite:
Agora, seguindo o estilo artistico 16bit do jogo, faça o prompt para que eu use em outra IA de imagens (Nano banana Pro), para gerar o sprite sheet com 3 frames da inimiga ""Bombeiro Invertido"" (mulher), é importante que a animação seja com seu movimento para a direita, assim podemos apenas fazer o flip depois na unity.
Frame 1 parada
Frame 2 andando
Frame 3 Concluindo movimento",
Flow Studio Nano Banana,"Create a 16-bit pixel art sprite sheet for a game enemy called ""Guarda de Segurança"" / ""Corrupted Security Guard"", matching the visual style of a dark 1990s computer simulation horror game.

Sprite sheet requirements:
- 3 frames in a single horizontal row
- Transparent background
- Full body character, visible from head to feet
- Side view / 3-quarter side view, facing and moving to the right
- Same character proportions and pixel density across all frames
- Consistent scale, position, lighting, outline thickness, and color palette between frames
- Clean separation between frames, no overlap
- No text, no UI, no shadows on the background, no extra objects outside the character

Character design:
A corrupted female or male security guard from a corporate building in New York, transformed by a digital alien simulation. The guard wears a dark navy/charcoal security uniform with short jacket or shirt, utility belt, black boots, shoulder patches, and a small badge. The uniform should feel like corporate building security, not military police.

Face and corruption details:
- Human face, tired and hostile expression
- One eye or part of the face corrupted with green pixel-code artifacts
- Subtle green digital cracks on the skin, badge, or uniform
- Small broken terminal-like pixels around the body, but keep them minimal
- No strong glow on the whole character
- No neon aura
- Keep the silhouette readable for gameplay

Animation frames:
Frame 1: idle pose, standing still, facing right, slightly hunched and threatening.
Frame 2: walking step to the right, front leg forward, back arm moving forward, body leaning slightly into motion.
Frame 3: finishing walking motion, opposite leg forward, arms swapped, returning toward the idle rhythm.

Art style:
- 16-bit pixel art
- Similar to classic SNES / Sega Genesis era character sprites
- Crisp pixel edges
- Limited color palette
- Strong dark outline
- Subtle dithering and pixel shading
- Game-ready sprite sheet
- Transparent PNG output",https://drive.google.com/file/d/13p4zk6x5kr_Nxl-T8FnnOaJwMW-cuC2t/view?usp=drive_link,,"Agora, seguindo o estilo artistico 16bit do jogo, faça o prompt para que eu use em outra IA de imagens (Nano banana Pro), para gerar o sprite sheet com 3 frames do inimigo ""Guarda de Segurança"", é importante que a animação seja com seu movimento para a direita, assim podemos apenas fazer o flip depois na unity. 
Frame 1 parada
Frame 2 andando
Frame 3 Concluindo movimento",
Flow Studio Nano Banana,"Create a 16-bit pixel art sprite sheet for a game enemy called ""Executivo Infectado"" / ""Infected Executive"", matching the visual style of a dark 1990s computer simulation horror game.

Important character identity rule:
This enemy must NOT look like Rex, the main character. Do not reuse Rex's face, hairstyle, body shape, outfit, expression, or proportions. This is a completely different person: an older male corporate executive, distinct from the protagonist.

Sprite sheet requirements:
- 3 frames in a single horizontal row
- Transparent background
- Full body character, visible from head to feet
- Side view / 3-quarter side view, facing and moving to the right
- Same character proportions and pixel density across all frames
- Consistent scale, position, lighting, outline thickness, and color palette between frames
- Clean separation between frames, no overlap
- No text, no UI, no background, no floor shadow, no extra objects outside the character

Character design:
A corrupted male corporate executive from a 1990s New York office simulation. He should look around 45 to 60 years old, with a sharper mature face, receding hairline or neatly combed gray/dark hair, and a more rigid business posture. He wears an expensive dark business suit, white dress shirt, loosened tie, polished shoes, and maybe a small corporate badge, gold watch, or briefcase-like silhouette detail.

Corruption details:
- Cold, hostile expression
- One side of his face, eye, or neck infected by green digital pixel-code corruption
- Subtle cracks of green data running through the suit, tie, hand, or eye
- One hand slightly clawed or twitching, as if controlled by the simulation
- Minimal floating green pixel artifacts around him
- No full-body glow
- No large neon aura
- Keep the silhouette readable for gameplay

Animation frames:
Frame 1: idle pose, standing still, facing right, formal but threatening.
Frame 2: walking step to the right, one polished shoe forward, arms moving naturally, torso leaning slightly into motion.
Frame 3: finishing walking motion, opposite leg forward, arms swapped, returning toward the idle rhythm.

Art style:
- 16-bit pixel art
- Classic SNES / Sega Genesis era character sprite
- Crisp pixel edges
- Strong dark outline
- Limited color palette
- Subtle dithering and pixel shading
- Game-ready sprite sheet
- Transparent PNG output",https://drive.google.com/file/d/17xnBrHHcwDJUuuPxe6T8Inakg5k6yxQ-/view?usp=drive_link,,"Agora, seguindo o estilo artistico 16bit do jogo, faça o prompt para que eu use em outra IA de imagens (Nano banana Pro), para gerar o sprite sheet com 3 frames do inimigo ""Executivo Infectado"" (homem), é importante que a animação seja com seu movimento para a direita, assim podemos apenas fazer o flip depois na unity.  
Frame 1 parada
Frame 2 andando
Frame 3 Concluindo movimento",
Flow Studio Nano Banana,"Create a 16-bit pixel art sprite sheet for a game enemy called ""Paramédico Infestado"" / ""Infested Paramedic"", matching the visual style of a dark 1990s computer simulation horror game.

Important character identity rule:
This enemy must NOT look like Rex, the main character. Do not reuse Rex's face, hairstyle, body shape, outfit, expression, or proportions. This is a completely different person: a female paramedic corrupted by the simulation.

Sprite sheet requirements:
- 3 frames in a single horizontal row
- Transparent background
- Full body character, visible from head to feet
- Side view / 3-quarter side view, facing and moving to the right
- Same character proportions and pixel density across all frames
- Consistent scale, position, lighting, outline thickness, and color palette between frames
- Clean separation between frames, no overlap
- No text, no UI, no background, no floor shadow, no extra objects outside the character

Character design:
A corrupted female paramedic from a 1990s New York emergency service simulation. She wears a recognizable paramedic uniform: dark navy or muted teal pants, utility boots, medical vest or short jacket, white/gray shirt, emergency patches, small medical pouch, radio, and gloves. Her silhouette should clearly read as a paramedic, not a police officer, firefighter, nurse, or office worker.

Corruption details:
- Human female face with a hostile, blank, controlled expression
- One eye or cheek partially replaced by green pixel-code infection
- Subtle green data cracks on her vest, gloves, neck, or medical patches
- Small corrupted medical symbol or glitchy cross detail on the uniform
- Minimal floating green pixel artifacts around her
- No full-body glow
- No large neon aura
- Keep the silhouette readable for gameplay

Animation frames:
Frame 1: idle pose, standing still, facing right, slightly hunched and unsettling, one hand near a medical pouch.
Frame 2: walking step to the right, one boot forward, arms moving naturally, medical pouch or radio slightly shifting.
Frame 3: finishing walking motion, opposite leg forward, arms swapped, returning toward the idle rhythm.

Art style:
- 16-bit pixel art
- Classic SNES / Sega Genesis era character sprite
- Crisp pixel edges
- Strong dark outline
- Limited color palette
- Subtle dithering and pixel shading
- Game-ready sprite sheet
- Transparent PNG output",https://drive.google.com/file/d/1BJjRA2ivkcZqsBoCiFz3IuY6YrG2v2Yv/view?usp=drive_link,,"Agora, seguindo o estilo artistico 16bit do jogo, faça o prompt para que eu use em outra IA de imagens (Nano banana Pro), para gerar o sprite sheet com 3 frames do inimigo ""Paramédico Infestado"" (mulher), é importante que a animação seja com seu movimento para a direita, assim podemos apenas fazer o flip depois na unity.   
Frame 1 parada
Frame 2 andando
Frame 3 Concluindo movimento",
Flow Studio Nano Banana,"Create a 16-bit pixel art sprite sheet for a game enemy called ""Táxi Corrompido"" / ""Corrupted Taxi"", matching the visual style of a dark 1990s computer simulation horror game.

Important identity rule:
This enemy is NOT a human character. It is a corrupted yellow New York taxi car. Do not create a person, driver, humanoid robot, or monster body. The taxi itself is the enemy.

Sprite sheet requirements:
- 3 frames in a single horizontal row
- Transparent background
- Full vehicle visible from front bumper to rear bumper
- Side view / slight 3-quarter side view, facing and moving to the right
- Same vehicle proportions and pixel density across all frames
- Consistent scale, position, lighting, outline thickness, and color palette between frames
- Clean separation between frames, no overlap
- No text, no UI, no background, no road, no floor shadow, no extra objects outside the taxi

Vehicle design:
A corrupted 1990s New York yellow taxi cab, boxy sedan shape, black checker stripe, small roof taxi sign, dark windows, old metal bumper, slightly dented doors, and dirty city-worn details. It should read instantly as a NYC taxi, but infected by digital simulation corruption.

Corruption details:
- Green pixel-code infection spreading through the windows, headlights, taxi sign, or checker stripe
- One headlight or windshield area glowing with small green pixel squares
- Subtle digital cracks across the yellow paint
- Glitchy missing pixels on the body panels
- Minimal floating green pixel artifacts around the vehicle
- No huge aura
- No full-body neon glow
- Keep the silhouette readable for gameplay

Animation frames:
Frame 1: idle pose, taxi stationary, facing right, wheels aligned, corrupted lights flickering subtly.
Frame 2: moving frame, taxi shifted into motion, wheels slightly rotated, body tilting forward, small pixel glitch distortion near the rear.
Frame 3: finishing movement frame, opposite wheel rotation impression, body settling from the movement, front light/code flicker changed slightly.

Art style:
- 16-bit pixel art
- Classic SNES / Sega Genesis era vehicle sprite
- Crisp pixel edges
- Strong dark outline
- Limited color palette
- Subtle dithering and pixel shading
- Game-ready sprite sheet
- Transparent PNG output",https://drive.google.com/file/d/10yd6is8sDkhdq0ULoG2Vbr6T_IYmdwuy/view?usp=drive_link,,"Agora, seguindo o estilo artistico 16bit do jogo, faça o prompt para que eu use em outra IA de imagens (Nano banana Pro), para gerar o sprite sheet com 3 frames do inimigo ""Táxi Corrompido"" (carro de taxi), é importante que a animação seja com seu movimento para a direita, assim podemos apenas fazer o flip depois na unity.    
Frame 1 parada
Frame 2 andando
Frame 3 Concluindo movimento",
Flow Studio Nano Banana,"Create a 16-bit pixel art sprite sheet for a game enemy called ""Carro de Polícia"" / ""Corrupted Police Car"", matching the visual style of a dark 1990s computer simulation horror game.

Important identity rule:
This enemy is NOT a human character. It is a corrupted New York police car. Do not create a person, police officer, humanoid robot, or monster body. The police car itself is the enemy.

Sprite sheet requirements:
- 3 frames in a single horizontal row
- Transparent background
- Full vehicle visible from front bumper to rear bumper
- Side view / slight 3-quarter side view, facing and moving to the right
- Same vehicle proportions and pixel density across all frames
- Consistent scale, position, lighting, outline thickness, and color palette between frames
- Clean separation between frames, no overlap
- No text, no UI, no background, no road, no floor shadow, no extra objects outside the car

Vehicle design:
A corrupted 1990s New York police car, boxy sedan shape, black and white body paint, roof light bar, dark windows, old metal bumper, police door markings suggested through simple pixel shapes, and city-worn dents. It should read instantly as an NYPD-style police car, but avoid readable real-world text or logos.

Corruption details:
- Blue and red roof lights distorted by green digital pixel-code corruption
- One headlight or windshield area infected with small green pixel squares
- Subtle green data cracks across the doors, hood, windows, or light bar
- Glitchy missing pixels on body panels
- Minimal floating green pixel artifacts around the vehicle
- No huge aura
- No full-body neon glow
- Keep the silhouette readable for gameplay

Animation frames:
Frame 1: idle pose, police car stationary, facing right, wheels aligned, roof lights flickering subtly.
Frame 2: moving frame, police car shifted into motion, wheels slightly rotated, body tilting forward, small pixel glitch distortion near the rear.
Frame 3: finishing movement frame, opposite wheel rotation impression, body settling from movement, roof light/code flicker changed slightly.

Art style:
- 16-bit pixel art
- Classic SNES / Sega Genesis era vehicle sprite
- Crisp pixel edges
- Strong dark outline
- Limited color palette
- Subtle dithering and pixel shading
- Game-ready sprite sheet
- Transparent PNG output",https://drive.google.com/file/d/1oB4nq9s1aXVxTz1ZBg7TSppo3auUHjcB/view?usp=drive_link,,"Agora, seguindo o estilo artistico 16bit do jogo, faça o prompt para que eu use em outra IA de imagens (Nano banana Pro), para gerar o sprite sheet com 3 frames do inimigo ""Carro de Polícia"" (Carro de Polícia), é importante que a animação seja com seu movimento para a direita, assim podemos apenas fazer o flip depois na unity.     
Frame 1 parada
Frame 2 andando
Frame 3 Concluindo movimento",
Flow Studio Nano Banana,"Create a 16-bit pixel art sprite sheet for a game enemy called ""Policial de Choque"" / ""Riot Officer"", matching the visual style of a dark 1990s computer simulation horror game.

Important character identity rule:
This enemy must NOT look like Rex, the main character. Do not reuse Rex's face, hairstyle, body shape, outfit, expression, or proportions. This is a completely different person: a female riot police officer wearing heavy tactical armor.

Sprite sheet requirements:
- 3 frames in a single horizontal row
- Transparent background
- Full body character, visible from head to feet
- Side view / 3-quarter side view, facing and moving to the right
- Same character proportions and pixel density across all frames
- Consistent scale, position, lighting, outline thickness, and color palette between frames
- Clean separation between frames, no overlap
- No text, no UI, no background, no floor shadow, no extra objects outside the character

Character design:
A corrupted female riot police officer from a 1990s New York security simulation. She wears heavy dark riot armor: padded chest plate, shoulder guards, elbow pads, knee pads, combat boots, gloves, helmet with visor, utility belt, and a compact tactical shield or baton silhouette. The design should clearly read as riot police, not regular police, soldier, firefighter, or sci-fi robot.

Corruption details:
- Human female face partially visible behind a cracked visor, or a dark visor with one infected green pixel eye visible
- Green digital pixel-code corruption spreading across the visor, armor plates, shield, or baton
- Subtle green data cracks on the helmet and chest armor
- Small missing/glitched pixels on the armor edges
- Minimal floating green pixel artifacts around her
- No full-body glow
- No large neon aura
- Keep the silhouette readable for gameplay

Animation frames:
Frame 1: idle pose, standing still, facing right, shield or baton held defensively, heavy armored stance.
Frame 2: walking step to the right, one boot forward, armor shifting, shield/baton slightly moving with the step.
Frame 3: finishing walking motion, opposite boot forward, arms swapped or shield repositioned, returning toward the idle rhythm.

Art style:
- 16-bit pixel art
- Classic SNES / Sega Genesis era character sprite
- Crisp pixel edges
- Strong dark outline
- Limited color palette
- Subtle dithering and pixel shading
- Game-ready sprite sheet
- Transparent PNG output",https://drive.google.com/file/d/1CUoUe7Xz1zW8efwxBSup09jQaVc1Qw80/view?usp=drive_link,,"Agora, seguindo o estilo artistico 16bit do jogo, faça o prompt para que eu use em outra IA de imagens (Nano banana Pro), para gerar o sprite sheet com 3 frames do inimigo ""Policial de Choque"" (Mulher de armadura policial da tropa de choque), é importante que a animação seja com seu movimento para a direita, assim podemos apenas fazer o flip depois na unity.      
Frame 1 parada
Frame 2 andando
Frame 3 Concluindo movimento",
Flow Studio Nano Banana,"Create a 16-bit pixel art sprite sheet for a boss enemy called ""FIREWALL_NYPD"", matching the visual style of a dark 1990s computer simulation horror game.

Important identity rule:
This boss must NOT look like Rex, the main character. Do not reuse Rex's face, hairstyle, body shape, outfit, expression, or proportions. This is a completely different character: a massive corrupted NYPD-style police enforcer generated by the alien security system.

Boss concept:
FIREWALL_NYPD is the first major system guardian. He is a super strong, heavily altered, glitch-corrupted police officer, like a human firewall given physical form inside a fake 1990s New York simulation. He should look much larger, heavier, and more intimidating than normal enemies.

Sprite sheet requirements:
- 3 frames in a single horizontal row
- Transparent background
- Full body character, visible from head to feet
- Side view / 3-quarter side view, facing and moving to the right
- Same character proportions and pixel density across all frames
- Consistent scale, position, lighting, outline thickness, and color palette between frames
- Clean separation between frames, no overlap
- No text, no UI, no background, no floor shadow, no extra objects outside the character
- Boss-sized sprite, visibly larger and bulkier than regular enemies

Character design:
A huge corrupted male police boss wearing exaggerated dark NYPD-style tactical armor: oversized chest armor, massive shoulder plates, reinforced forearms, thick boots, tactical belt, cracked helmet or police cap integrated with armor, and heavy gloves. The design should feel like a brutal security daemon disguised as a police officer, not a normal cop.

Corruption and firewall details:
- Face partially visible, distorted by green digital code and red/blue police-light glitches
- One eye glowing with small green pixel-code corruption
- Armor has green terminal-code cracks and broken pixel seams
- Chest or shoulder armor suggests a ""firewall"" system guardian without readable text
- Red and blue police-light pixels flicker across armor edges
- Glitched, blocky digital fragments breaking off from the body
- Minimal but intense green corruption effects
- No giant aura, no full-body neon glow
- Keep the silhouette readable for gameplay

Animation frames:
Frame 1: idle pose, standing still, facing right, massive stance, fists clenched or one arm raised defensively, intimidating and heavy.
Frame 2: walking step to the right, one heavy boot forward, shoulders shifting, armor plates moving, body leaning into a slow powerful stride.
Frame 3: finishing walking motion, opposite boot forward, arms swapped or settling, body weight coming down like a heavy boss step.

Art style:
- 16-bit pixel art
- Classic SNES / Sega Genesis era boss sprite
- Crisp pixel edges
- Strong dark outline
- Limited color palette
- Subtle dithering and pixel shading
- High readability at game scale
- Game-ready sprite sheet
- Transparent PNG output",,,"Agora, seguindo o estilo artistico 16bit do jogo, faça o prompt para que eu use em outra IA de imagens (Nano banana Pro), para gerar o sprite sheet com 3 frames do boss ""FIREWALL_NYPD"" (Um polical super forte e alterado glitchado), é importante que a animação seja com seu movimento para a direita, assim podemos apenas fazer o flip depois na unity.       
Frame 1 parada
Frame 2 andando
Frame 3 Concluindo movimento",
